name,URL,Works on,description,website,projects,potential,more
Mazid Sons Construction Ltd.,https://mazidsons.com/gallery/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/current-openings/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/join-our-team/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/contact/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/wp-content/uploads/2023/07/MSCL_Profile_2023.pdf,"['MEP', 'ERP', 'mill', 'oil', 'gas', 'B2c']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://technoteams.com/,['build'],"A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/external-electrification-works-of-1500-sft-04four-units-20-storied-02-two-nos-buildings-under-the-project-of-construction-of-rooppur-green-city-residential-complex-at-ishwardi-pabna-fy-2020-2021/,"['Projects', 'Projects', 'Residential']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/construction-of-10-ten-storied-faculty-of-mechanical-engineering-building-at-ruet-rajshahi-copy/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/construction-works-of-dormitory-building-officers-staff-quarters-at-national-university-gazipur-2/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/construction-works-of-dormitory-building-officers-staff-quarters-at-national-university-gazipur/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/construction-works-of-senate-building-ict-building-at-national-university-gazipur/,"['Projects', 'Projects']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mazid Sons Construction Ltd.,https://mazidsons.com/projects/construction-of-road-of-bscic-industrial-part-at-sirajgonj/,"['Projects', 'Projects', 'Industrial']","A private limited company was established in the year 1976, MSCL has earned the reputation of one of the leading construction firm of the country, capable to undertake any kind of civil, electrical & mechanical Engineering projects.",https://mazidsons.com/,"Current client list includes Bangladesh Army, Bangladesh Air force, Bangladesh Navy, Water Development Board (WAPDA), Roads and highways (R&H), Public Works Division (PWD), Border Guard Bangladesh (BGB), Different University and many other large local Organization/companies.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/about/,"['Roads', 'partner', 'Projects', 'Projects', 'Industrial', 'Commercial', 'plumbing', 'electrical']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/company-profile/,"['Concrete', 'rail', 'Power Plants', 'Roads', 'Real Estate', 'Projects', 'Projects', 'energy']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/investor-information/,"['Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/sectors/,"['Roads', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/,"['Railway', 'Bridge', 'Decoration', 'Renovation', 'Power Plants', 'Roads', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/equipment/,"['Concrete', 'Bridge', 'Projects', 'Projects', 'steel', 'Utility', 'water']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/partners/,"['Bridge', 'worldwide', 'Roads', 'partner', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/sister-concerns/,"['ERP', 'Concrete', 'Power Plants', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/news/,"['Bridge', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/career/,"['Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/contact-us/,"['Projects', 'Projects', 'Industrial']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://dcastalia.com/,"['Interior Design', 'worldwide', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'oil', 'commerce', 'build', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://www.mircement.com,"['Concrete', 'Bridge', 'partner']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://www.mirconcreteproducts.com,['Concrete'],"Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://www.mirrealestate.com/,"['Concrete', 'Real Estate', 'Projects', 'Projects', 'iron', 'Commercial', 'building material']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://www.mirakhter.net,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/kanchpur-meghna-gumti-2nd-bridge/,"['Railway', 'Concrete', 'Bridge', 'Projects', 'Projects', 'water', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/railway-track-construction/,"['Railway', 'Concrete', 'Projects', 'Projects', 'water', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects,"['Railway', 'Bridge', 'Decoration', 'Renovation', 'Power Plants', 'Roads', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/darbar-hall-bangabhaban/,"['Railway', 'Concrete', 'Decoration', 'Renovation', 'Projects', 'Projects', 'water', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/development-of-coxs-bazar-airport-phase-i-sh-civil-agl-nav-aid-works/,"['Railway', 'Concrete', 'Aviation', 'Projects', 'Projects', 'water', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/residential-apartment-building-at-sector-18-of-uttara-dhaka/,"['Railway', 'Concrete', 'Projects', 'Projects', 'Residential', 'gas', 'water', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/projects/renovation-and-modernization-of-bangabondhu-poverty-alleviation-training-complex-project-at-gopalganj/,"['Railway', 'Concrete', 'Renovation', 'Projects', 'Projects', 'water', 'plumbing', 'build', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://www.mirceramic.com,"['Cladding', 'Projects', 'Projects', 'Commercial']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://regocommunications.com/,"['Concrete', 'Real Estate']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirnet.com.bd/,"['Projects', 'Projects', 'energy']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://ergo-ventures.com/,"['ERP', 'partner', 'build']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,"https://mirakhter.com/news/sasec-2-contract-signing-program/""","['Bridge', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,"https://mirakhter.com/news/contract-signing-ceremony-between-bangladesh-bridge-authority-and-samwhan-mir-akhter-joint-venture/""","['Bridge', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/news,"['Bridge', 'Projects', 'Projects']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-telecom-limited,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-cement-limited,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-concrete-products-limited,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-real-estate-limited,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-power-limited,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-technologies,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-holdings-ltd,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-ceramic-ltd,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#bangla-telecom-ltd,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#rego-communications-ltd,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#mir-net,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mir Akhter Hossain Limited,https://mirakhter.com/#ergo-ventures,"['Railway', 'ERP', 'Concrete', 'Bridge', 'Renovation', 'Power Plants', 'partner', 'installation', 'healthcare', 'Real Estate', 'Projects', 'Projects', 'Commercial', 'Residential', 'gas', 'energy', 'water', 'commerce', 'manufacture', 'international']","Over 40 years of experience in quality construction projects with International partners including U.K, New Zealand, USA and a lot more.",https://mirakhter.com/,"Specializes in various construction aspects including Civil, Sanitary & Plumbing, Electro-Mechanical works. Airport, roads, highway, railway and more mega construction projects.",customer,"A key player, works on mega projects"
Mirpur Ceramic Works,https://mirpurceramic.com,"['Projects', 'Projects']","One of the largest structural clay products manufacturer in Bangladesh, was established in 1958 and incorporated as Private Limited Company in 1962.",https://mirpurceramic.com,"Produces a variety of quality clay products including bricks, blocks, pavers, and unglazed tiles.",partner,
Mirpur Ceramic Works,https://mirpurceramic.com/company-profile/,"['Projects', 'Projects', 'export']","One of the largest structural clay products manufacturer in Bangladesh, was established in 1958 and incorporated as Private Limited Company in 1962.",https://mirpurceramic.com,"Produces a variety of quality clay products including bricks, blocks, pavers, and unglazed tiles.",partner,
Mirpur Ceramic Works,https://mirpurceramic.com/awards-achievement/,"['Projects', 'Projects']","One of the largest structural clay products manufacturer in Bangladesh, was established in 1958 and incorporated as Private Limited Company in 1962.",https://mirpurceramic.com,"Produces a variety of quality clay products including bricks, blocks, pavers, and unglazed tiles.",partner,
Mirpur Ceramic Works,https://mirpurceramic.com/news-events/,"['Projects', 'Projects', 'international']","One of the largest structural clay products manufacturer in Bangladesh, was established in 1958 and incorporated as Private Limited Company in 1962.",https://mirpurceramic.com,"Produces a variety of quality clay products including bricks, blocks, pavers, and unglazed tiles.",partner,
